anchor_model,outlier_model,overlap,upper_fence,Q1,Q3
Menlo/ReZero-v0.1-llama-3.2-3b-it-grpo-250404,meta-llama/Llama-3.2-3B-Instruct,0.7616,0.4251,0.0052,0.1731
Menlo/ReZero-v0.1-llama-3.2-3b-it-grpo-250404,unsloth/Llama-3.2-3B-Instruct,0.7616,0.4251,0.0052,0.1731
Menlo/ReZero-v0.1-llama-3.2-3b-it-grpo-250404,llama32_3b_instruct_q8_0,0.7616,0.4251,0.0052,0.1731
Menlo/ReZero-v0.1-llama-3.2-3b-it-grpo-250404,llama32_3b_instruct_q8_k_xl,0.7613,0.4251,0.0052,0.1731
Menlo/ReZero-v0.1-llama-3.2-3b-it-grpo-250404,llama32_3b_instruct_f16,0.7612,0.4251,0.0052,0.1731
Menlo/ReZero-v0.1-llama-3.2-3b-it-grpo-250404,llama32_3b_instruct_bf16,0.7586,0.4251,0.0052,0.1731
Menlo/ReZero-v0.1-llama-3.2-3b-it-grpo-250404,llama32_3b_instruct_q5_k_s,0.7536,0.4251,0.0052,0.1731
Menlo/ReZero-v0.1-llama-3.2-3b-it-grpo-250404,llama32_3b_instruct_q5_k_xl,0.7521,0.4251,0.0052,0.1731
Menlo/ReZero-v0.1-llama-3.2-3b-it-grpo-250404,llama32_3b_instruct_q5_k_m,0.7504,0.4251,0.0052,0.1731
Menlo/ReZero-v0.1-llama-3.2-3b-it-grpo-250404,llama32_3b_instruct_q4_k_m,0.7456,0.4251,0.0052,0.1731
Menlo/ReZero-v0.1-llama-3.2-3b-it-grpo-250404,llama32_3b_instruct_q4_k_xl,0.743,0.4251,0.0052,0.1731
Menlo/ReZero-v0.1-llama-3.2-3b-it-grpo-250404,llama32_3b_instruct_q4_k_s,0.7399,0.4251,0.0052,0.1731
Menlo/ReZero-v0.1-llama-3.2-3b-it-grpo-250404,llama32_3b_instruct_iq4_nl,0.7379,0.4251,0.0052,0.1731
Menlo/ReZero-v0.1-llama-3.2-3b-it-grpo-250404,llama32_3b_instruct_iq4_xs,0.7335,0.4251,0.0052,0.1731
Menlo/ReZero-v0.1-llama-3.2-3b-it-grpo-250404,llama32_3b_instruct_q4_1,0.7312,0.4251,0.0052,0.1731
Menlo/ReZero-v0.1-llama-3.2-3b-it-grpo-250404,llama32_3b_instruct_q4_0,0.7186,0.4251,0.0052,0.1731
Menlo/ReZero-v0.1-llama-3.2-3b-it-grpo-250404,llama32_3b_instruct_q3_k_xl,0.7048,0.4251,0.0052,0.1731
Menlo/ReZero-v0.1-llama-3.2-3b-it-grpo-250404,inference-net/Schematron-3B,0.6866,0.4251,0.0052,0.1731
Menlo/ReZero-v0.1-llama-3.2-3b-it-grpo-250404,llama32_3b_instruct_q3_k_m,0.6736,0.4251,0.0052,0.1731
Menlo/ReZero-v0.1-llama-3.2-3b-it-grpo-250404,acon96/Home-Llama-3.2-3B,0.6374,0.4251,0.0052,0.1731
Menlo/ReZero-v0.1-llama-3.2-3b-it-grpo-250404,llama32_3b_instruct_q2_k_xl,0.588,0.4251,0.0052,0.1731
Menlo/ReZero-v0.1-llama-3.2-3b-it-grpo-250404,llama32_3b_instruct_iq3_xxs,0.5213,0.4251,0.0052,0.1731
Menlo/ReZero-v0.1-llama-3.2-3b-it-grpo-250404,llama32_3b_instruct_q3_k_s,0.5205,0.4251,0.0052,0.1731
Menlo/ReZero-v0.1-llama-3.2-3b-it-grpo-250404,llama32_3b_instruct_iq2_m,0.4778,0.4251,0.0052,0.1731
Menlo/ReZero-v0.1-llama-3.2-3b-it-grpo-250404,llama32_3b_instruct_q2_k_l,0.4658,0.4251,0.0052,0.1731
Menlo/ReZero-v0.1-llama-3.2-3b-it-grpo-250404,llama32_3b_instruct_q2_k,0.4653,0.4251,0.0052,0.1731
Nexusflow/Starling-LM-7B-beta,berkeley-nest/Starling-LM-7B-alpha,0.7083,0.059,0.0028,0.0253
Nexusflow/Starling-LM-7B-beta,fblgit/UNA-TheBeagle-7b-v1,0.6606,0.059,0.0028,0.0253
Nexusflow/Starling-LM-7B-beta,mlabonne/Marcoro14-7B-slerp,0.66,0.059,0.0028,0.0253
Nexusflow/Starling-LM-7B-beta,mlabonne/Beagle14-7B,0.6597,0.059,0.0028,0.0253
Nexusflow/Starling-LM-7B-beta,argilla/distilabeled-Marcoro14-7B-slerp,0.6569,0.059,0.0028,0.0253
Nexusflow/Starling-LM-7B-beta,shadowml/WestBeagle-7B,0.6522,0.059,0.0028,0.0253
Nexusflow/Starling-LM-7B-beta,mlabonne/NeuralBeagle14-7B,0.6504,0.059,0.0028,0.0253
Nexusflow/Starling-LM-7B-beta,shadowml/BeagSake-7B,0.6489,0.059,0.0028,0.0253
Nexusflow/Starling-LM-7B-beta,shadowml/BeagleSempra-7B,0.6461,0.059,0.0028,0.0253
Nexusflow/Starling-LM-7B-beta,mistralai/Mistral-7B-v0.1,0.6342,0.059,0.0028,0.0253
Nexusflow/Starling-LM-7B-beta,mlabonne/OmniBeagle-7B,0.6286,0.059,0.0028,0.0253
Nexusflow/Starling-LM-7B-beta,FelixChao/Sectumsempra-7B-DPO,0.6243,0.059,0.0028,0.0253
Nexusflow/Starling-LM-7B-beta,AiMavenAi/AiMaven-Prometheus,0.6205,0.059,0.0028,0.0253
Nexusflow/Starling-LM-7B-beta,flemmingmiguel/MBX-7B-v3,0.6192,0.059,0.0028,0.0253
Nexusflow/Starling-LM-7B-beta,eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO,0.6144,0.059,0.0028,0.0253
Nexusflow/Starling-LM-7B-beta,CorticalStack/pastiche-crown-clown-7b-dare,0.6058,0.059,0.0028,0.0253
Nexusflow/Starling-LM-7B-beta,kevin009/llamaRAGdrama,0.5931,0.059,0.0028,0.0253
Nexusflow/Starling-LM-7B-beta,bardsai/jaskier-7b-dpo-v5.6,0.5925,0.059,0.0028,0.0253
Nexusflow/Starling-LM-7B-beta,CultriX/NeuralTrix-7B-dpo,0.5887,0.059,0.0028,0.0253
Nexusflow/Starling-LM-7B-beta,CultriX/NeuralTrix-bf16,0.5883,0.059,0.0028,0.0253
Nexusflow/Starling-LM-7B-beta,CorticalStack/pastiche-crown-clown-7b-dare-dpo,0.5861,0.059,0.0028,0.0253
Nexusflow/Starling-LM-7B-beta,SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,0.5673,0.059,0.0028,0.0253
Nexusflow/Starling-LM-7B-beta,SciPhi/SciPhi-Mistral-7B-32k,0.5614,0.059,0.0028,0.0253
Nexusflow/Starling-LM-7B-beta,Intel/neural-chat-7b-v3-3,0.545,0.059,0.0028,0.0253
Nexusflow/Starling-LM-7B-beta,Intel/neural-chat-7b-v3-1,0.5203,0.059,0.0028,0.0253
Nexusflow/Starling-LM-7B-beta,BioMistral/BioMistral-7B-DARE,0.4618,0.059,0.0028,0.0253
Nexusflow/Starling-LM-7B-beta,mistralai/Mistral-7B-Instruct-v0.1,0.4595,0.059,0.0028,0.0253
Nexusflow/Starling-LM-7B-beta,BioMistral/BioMistral-7B,0.4325,0.059,0.0028,0.0253
Nexusflow/Starling-LM-7B-beta,HuggingFaceH4/zephyr-7b-beta,0.4221,0.059,0.0028,0.0253
Nexusflow/Starling-LM-7B-beta,dicta-il/dictalm2.0,0.4024,0.059,0.0028,0.0253
Nexusflow/Starling-LM-7B-beta,Biomimicry-AI/ANIMA-Nectar-v2,0.3032,0.059,0.0028,0.0253
Nexusflow/Starling-LM-7B-beta,adamo1139/Apertus-8B-Instruct-2509-ungated,0.0756,0.059,0.0028,0.0253
Nexusflow/Starling-LM-7B-beta,bigscience/bloom-560m,0.0756,0.059,0.0028,0.0253
Nexusflow/Starling-LM-7B-beta,bigscience/bloomz-1b1,0.0756,0.059,0.0028,0.0253
Nexusflow/Starling-LM-7B-beta,bigscience/bloomz-560m,0.0756,0.059,0.0028,0.0253
Nexusflow/Starling-LM-7B-beta,chatitcloud/UZI1,0.0756,0.059,0.0028,0.0253
Nexusflow/Starling-LM-7B-beta,google/gemma-3-1b-pt,0.0756,0.059,0.0028,0.0253
Nexusflow/Starling-LM-7B-beta,google/gemma-3-270m,0.0756,0.059,0.0028,0.0253
Nexusflow/Starling-LM-7B-beta,google/gemma-3-4b-it,0.0756,0.059,0.0028,0.0253
Nexusflow/Starling-LM-7B-beta,google/gemma-3-4b-pt,0.0756,0.059,0.0028,0.0253
Nexusflow/Starling-LM-7B-beta,nvidia/Llama-3.1-8B-Instruct-FP8,0.0756,0.059,0.0028,0.0253
Nexusflow/Starling-LM-7B-beta,swiss-ai/Apertus-8B-2509,0.0756,0.059,0.0028,0.0253
Nexusflow/Starling-LM-7B-beta,lmsys/vicuna-7b-v1.5,0.0698,0.059,0.0028,0.0253
Nexusflow/Starling-LM-7B-beta,lmsys/vicuna-7b-v1.1,0.0697,0.059,0.0028,0.0253
Nexusflow/Starling-LM-7B-beta,AdaptLLM/medicine-LLM,0.0675,0.059,0.0028,0.0253
Nexusflow/Starling-LM-7B-beta,FelixChao/vicuna-7B-chemical,0.0669,0.059,0.0028,0.0253
Nexusflow/Starling-LM-7B-beta,lmsys/vicuna-7b-v1.5-16k,0.0653,0.059,0.0028,0.0253
Nexusflow/Starling-LM-7B-beta,bigscience/bloomz-1b7,0.0649,0.059,0.0028,0.0253
Nexusflow/Starling-LM-7B-beta,TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.0645,0.059,0.0028,0.0253
Nexusflow/Starling-LM-7B-beta,FelixChao/vicuna-7B-physics,0.0642,0.059,0.0028,0.0253
Nexusflow/Starling-LM-7B-beta,TinyLlama/TinyLlama_v1.1,0.0635,0.059,0.0028,0.0253
Nexusflow/Starling-LM-7B-beta,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,0.063,0.059,0.0028,0.0253
NinedayWang/PolyCoder-2.7B,EleutherAI/pythia-1.4b,0.0601,0.0352,0.0044,0.0167
NinedayWang/PolyCoder-2.7B,allenai/OLMoE-1B-7B-0924,0.0598,0.0352,0.0044,0.0167
NinedayWang/PolyCoder-2.7B,EleutherAI/pythia-1b,0.059,0.0352,0.0044,0.0167
NinedayWang/PolyCoder-2.7B,EleutherAI/pythia-2.8b,0.0584,0.0352,0.0044,0.0167
NinedayWang/PolyCoder-2.7B,EleutherAI/pythia-6.9b,0.0556,0.0352,0.0044,0.0167
NinedayWang/PolyCoder-2.7B,KoboldAI/GPT-Neo-2.7B-Horni-LN,0.0536,0.0352,0.0044,0.0167
NinedayWang/PolyCoder-2.7B,PygmalionAI/pygmalion-2.7b,0.0517,0.0352,0.0044,0.0167
NinedayWang/PolyCoder-2.7B,EleutherAI/gpt-neo-1.3B,0.0515,0.0352,0.0044,0.0167
NinedayWang/PolyCoder-2.7B,HuggingFaceTB/SmolLM2-135M,0.0485,0.0352,0.0044,0.0167
NinedayWang/PolyCoder-2.7B,bigcode/starcoder2-3b,0.0476,0.0352,0.0044,0.0167
NinedayWang/PolyCoder-2.7B,TheOneWhoWill/Bootstrap-LLM,0.0445,0.0352,0.0044,0.0167
NinedayWang/PolyCoder-2.7B,HuggingFaceTB/SmolLM-135M,0.0417,0.0352,0.0044,0.0167
NinedayWang/PolyCoder-2.7B,ChrisMcCormick/deepseek-tiny-v0.1,0.0411,0.0352,0.0044,0.0167
NinedayWang/PolyCoder-2.7B,01-ai/Yi-6B-200K,0.0359,0.0352,0.0044,0.0167
NousResearch/Hermes-3-Llama-3.1-8B,askfjhaskjgh/UbermenschetienASI,0.4697,0.2462,0.0049,0.1014
NousResearch/Hermes-3-Llama-3.1-8B,aisingapore/Llama-SEA-LION-v3-8B,0.3444,0.2462,0.0049,0.1014
NousResearch/Hermes-3-Llama-3.1-8B,allenai/llama-3.1-tulu-2-8b,0.3073,0.2462,0.0049,0.1014
NousResearch/Hermes-3-Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-SFT,0.2824,0.2462,0.0049,0.1014
NousResearch/Hermes-3-Llama-3.1-8B,gradientai/Llama-3-8B-Instruct-262k,0.2781,0.2462,0.0049,0.1014
NousResearch/Hermes-3-Llama-3.1-8B,meta-llama/Llama-3.1-8B,0.2744,0.2462,0.0049,0.1014
NousResearch/Hermes-3-Llama-3.1-8B,unsloth/Llama-3.1-8B,0.2744,0.2462,0.0049,0.1014
PharMolix/BioMedGPT-LM-7B,lmsys/vicuna-7b-v1.5-16k,0.4364,0.0698,0.0037,0.0301
PharMolix/BioMedGPT-LM-7B,FelixChao/vicuna-7B-physics,0.371,0.0698,0.0037,0.0301
PharMolix/BioMedGPT-LM-7B,lmsys/vicuna-7b-v1.5,0.36,0.0698,0.0037,0.0301
PharMolix/BioMedGPT-LM-7B,FelixChao/vicuna-7B-chemical,0.3559,0.0698,0.0037,0.0301
PharMolix/BioMedGPT-LM-7B,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,0.3005,0.0698,0.0037,0.0301
PharMolix/BioMedGPT-LM-7B,TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.2961,0.0698,0.0037,0.0301
PharMolix/BioMedGPT-LM-7B,TinyLlama/TinyLlama-1.1B-Chat-v0.5,0.2703,0.0698,0.0037,0.0301
PharMolix/BioMedGPT-LM-7B,TinyLlama/TinyLlama_v1.1,0.2597,0.0698,0.0037,0.0301
PharMolix/BioMedGPT-LM-7B,lmsys/vicuna-7b-v1.1,0.2458,0.0698,0.0037,0.0301
PharMolix/BioMedGPT-LM-7B,TinyLlama/TinyLlama_v1.1_math_code,0.2246,0.0698,0.0037,0.0301
PharMolix/BioMedGPT-LM-7B,AdaptLLM/medicine-LLM,0.2103,0.0698,0.0037,0.0301
PharMolix/BioMedGPT-LM-7B,Biomimicry-AI/ANIMA-Nectar-v2,0.1376,0.0698,0.0037,0.0301
PharMolix/BioMedGPT-LM-7B,SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,0.13,0.0698,0.0037,0.0301
PharMolix/BioMedGPT-LM-7B,mistralai/Mistral-7B-Instruct-v0.1,0.1297,0.0698,0.0037,0.0301
PharMolix/BioMedGPT-LM-7B,mistralai/Mistral-7B-v0.1,0.1288,0.0698,0.0037,0.0301
PharMolix/BioMedGPT-LM-7B,BioMistral/BioMistral-7B-DARE,0.1282,0.0698,0.0037,0.0301
PharMolix/BioMedGPT-LM-7B,SciPhi/SciPhi-Mistral-7B-32k,0.1282,0.0698,0.0037,0.0301
PharMolix/BioMedGPT-LM-7B,Nexusflow/Starling-LM-7B-beta,0.1281,0.0698,0.0037,0.0301
PharMolix/BioMedGPT-LM-7B,HuggingFaceH4/zephyr-7b-beta,0.1273,0.0698,0.0037,0.0301
PharMolix/BioMedGPT-LM-7B,argilla/distilabeled-Marcoro14-7B-slerp,0.1265,0.0698,0.0037,0.0301
PharMolix/BioMedGPT-LM-7B,Intel/neural-chat-7b-v3-1,0.1262,0.0698,0.0037,0.0301
PharMolix/BioMedGPT-LM-7B,Intel/neural-chat-7b-v3-3,0.1256,0.0698,0.0037,0.0301
PharMolix/BioMedGPT-LM-7B,FelixChao/Sectumsempra-7B-DPO,0.1255,0.0698,0.0037,0.0301
PharMolix/BioMedGPT-LM-7B,shadowml/WestBeagle-7B,0.1248,0.0698,0.0037,0.0301
PharMolix/BioMedGPT-LM-7B,mlabonne/Marcoro14-7B-slerp,0.1247,0.0698,0.0037,0.0301
PharMolix/BioMedGPT-LM-7B,shadowml/BeagSake-7B,0.1247,0.0698,0.0037,0.0301
PharMolix/BioMedGPT-LM-7B,shadowml/BeagleSempra-7B,0.1241,0.0698,0.0037,0.0301
PharMolix/BioMedGPT-LM-7B,mlabonne/NeuralBeagle14-7B,0.124,0.0698,0.0037,0.0301
PharMolix/BioMedGPT-LM-7B,mlabonne/Beagle14-7B,0.123,0.0698,0.0037,0.0301
PharMolix/BioMedGPT-LM-7B,fblgit/UNA-TheBeagle-7b-v1,0.1226,0.0698,0.0037,0.0301
PharMolix/BioMedGPT-LM-7B,BioMistral/BioMistral-7B,0.1224,0.0698,0.0037,0.0301
PharMolix/BioMedGPT-LM-7B,mlabonne/OmniBeagle-7B,0.1222,0.0698,0.0037,0.0301
PharMolix/BioMedGPT-LM-7B,AiMavenAi/AiMaven-Prometheus,0.1219,0.0698,0.0037,0.0301
PharMolix/BioMedGPT-LM-7B,flemmingmiguel/MBX-7B-v3,0.1216,0.0698,0.0037,0.0301
PharMolix/BioMedGPT-LM-7B,CorticalStack/pastiche-crown-clown-7b-dare,0.1212,0.0698,0.0037,0.0301
PharMolix/BioMedGPT-LM-7B,berkeley-nest/Starling-LM-7B-alpha,0.1212,0.0698,0.0037,0.0301
PharMolix/BioMedGPT-LM-7B,CorticalStack/pastiche-crown-clown-7b-dare-dpo,0.121,0.0698,0.0037,0.0301
PharMolix/BioMedGPT-LM-7B,eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO,0.1208,0.0698,0.0037,0.0301
PharMolix/BioMedGPT-LM-7B,kevin009/llamaRAGdrama,0.1205,0.0698,0.0037,0.0301
PharMolix/BioMedGPT-LM-7B,bardsai/jaskier-7b-dpo-v5.6,0.1199,0.0698,0.0037,0.0301
PharMolix/BioMedGPT-LM-7B,dicta-il/dictalm2.0,0.1198,0.0698,0.0037,0.0301
PharMolix/BioMedGPT-LM-7B,CultriX/NeuralTrix-7B-dpo,0.1186,0.0698,0.0037,0.0301
PharMolix/BioMedGPT-LM-7B,CultriX/NeuralTrix-bf16,0.118,0.0698,0.0037,0.0301
PharMolix/BioMedGPT-LM-7B,deepseek-ai/deepseek-coder-1.3b-base,0.0761,0.0698,0.0037,0.0301
PowerInfer/SmallThinker-3B-Preview,Qwen/Qwen2.5-3B-Instruct,0.2823,0.0518,0.0051,0.0238
PowerInfer/SmallThinker-3B-Preview,Qwen/Qwen2.5-3B,0.2254,0.0518,0.0051,0.0238
PowerInfer/SmallThinker-3B-Preview,Qwen/Qwen2.5-1.5B,0.1035,0.0518,0.0051,0.0238
PowerInfer/SmallThinker-3B-Preview,unsloth/Qwen2.5-1.5B,0.1035,0.0518,0.0051,0.0238
PowerInfer/SmallThinker-3B-Preview,unsloth/Qwen2.5-1.5B-unsloth-bnb-4bit,0.1022,0.0518,0.0051,0.0238
PowerInfer/SmallThinker-3B-Preview,unsloth/Qwen2.5-1.5B-Instruct-bnb-4bit,0.0996,0.0518,0.0051,0.0238
PowerInfer/SmallThinker-3B-Preview,unsloth/Qwen2.5-1.5B-Instruct-unsloth-bnb-4bit,0.0993,0.0518,0.0051,0.0238
PowerInfer/SmallThinker-3B-Preview,Gensyn/Qwen2.5-1.5B-Instruct,0.0966,0.0518,0.0051,0.0238
PowerInfer/SmallThinker-3B-Preview,Qwen/Qwen2.5-1.5B-Instruct,0.0966,0.0518,0.0051,0.0238
PowerInfer/SmallThinker-3B-Preview,unsloth/Qwen2.5-1.5B-Instruct,0.0966,0.0518,0.0051,0.0238
PowerInfer/SmallThinker-3B-Preview,Qwen/Qwen3-4B,0.0777,0.0518,0.0051,0.0238
PowerInfer/SmallThinker-3B-Preview,Qwen/Qwen3-4B-Instruct-2507,0.0739,0.0518,0.0051,0.0238
PowerInfer/SmallThinker-3B-Preview,Tesslate/WEBGEN-4B-Preview,0.0724,0.0518,0.0051,0.0238
PowerInfer/SmallThinker-3B-Preview,Qwen/Qwen3-4B-Thinking-2507,0.0722,0.0518,0.0051,0.0238
PowerInfer/SmallThinker-3B-Preview,beyoru/Luna,0.0722,0.0518,0.0051,0.0238
PowerInfer/SmallThinker-3B-Preview,huihui-ai/Huihui-Jan-v1-4B-abliterated,0.0722,0.0518,0.0051,0.0238
PowerInfer/SmallThinker-3B-Preview,nvidia/OpenReasoning-Nemotron-1.5B,0.0722,0.0518,0.0051,0.0238
PowerInfer/SmallThinker-3B-Preview,Qwen/Qwen3-4B-Thinking-2507-FP8,0.0721,0.0518,0.0051,0.0238
PowerInfer/SmallThinker-3B-Preview,Tesslate/UIGEN-X-4B-0729,0.0721,0.0518,0.0051,0.0238
PowerInfer/SmallThinker-3B-Preview,janhq/Jan-v1-4B,0.0715,0.0518,0.0051,0.0238
PowerInfer/SmallThinker-3B-Preview,Qwen/Qwen3-0.6B-Base,0.0685,0.0518,0.0051,0.0238
PowerInfer/SmallThinker-3B-Preview,Qwen/Qwen2.5-7B,0.068,0.0518,0.0051,0.0238
PowerInfer/SmallThinker-3B-Preview,Qwen/Qwen2.5-0.5B,0.0673,0.0518,0.0051,0.0238
PowerInfer/SmallThinker-3B-Preview,fluently/FluentlyQwen3-1.7B,0.066,0.0518,0.0051,0.0238
PowerInfer/SmallThinker-3B-Preview,Qwen/Qwen3-0.6B,0.0657,0.0518,0.0051,0.0238
PowerInfer/SmallThinker-3B-Preview,Qwen/Qwen2.5-Coder-0.5B,0.0656,0.0518,0.0051,0.0238
PowerInfer/SmallThinker-3B-Preview,jiawei-ucas/Qwen-2.5-7B-ConsistentChat,0.0648,0.0518,0.0051,0.0238
PowerInfer/SmallThinker-3B-Preview,Qwen/Qwen3-1.7B,0.0646,0.0518,0.0051,0.0238
PowerInfer/SmallThinker-3B-Preview,DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B,0.0636,0.0518,0.0051,0.0238
PowerInfer/SmallThinker-3B-Preview,janhq/Jan-v1-edge,0.063,0.0518,0.0051,0.0238
PowerInfer/SmallThinker-3B-Preview,unsloth/Qwen2.5-0.5B-Instruct-bnb-4bit,0.0625,0.0518,0.0051,0.0238
PowerInfer/SmallThinker-3B-Preview,Qwen/Qwen2.5-0.5B-Instruct,0.0597,0.0518,0.0051,0.0238
PowerInfer/SmallThinker-3B-Preview,unsloth/Qwen2.5-0.5B-Instruct,0.0597,0.0518,0.0051,0.0238
PowerInfer/SmallThinker-3B-Preview,dnotitia/Smoothie-Qwen3-1.7B,0.058,0.0518,0.0051,0.0238
PowerInfer/SmallThinker-3B-Preview,XiaomiMiMo/MiMo-7B-Base,0.0565,0.0518,0.0051,0.0238
PowerInfer/SmallThinker-3B-Preview,Qwen/Qwen2.5-Coder-7B,0.0536,0.0518,0.0051,0.0238
PowerInfer/SmallThinker-3B-Preview,arcee-ai/Meraj-Mini,0.0524,0.0518,0.0051,0.0238
PygmalionAI/pygmalion-2.7b,KoboldAI/GPT-Neo-2.7B-Horni-LN,0.4219,0.0342,0.0054,0.0169
PygmalionAI/pygmalion-2.7b,EleutherAI/gpt-neo-1.3B,0.1808,0.0342,0.0054,0.0169
PygmalionAI/pygmalion-2.7b,TheOneWhoWill/Bootstrap-LLM,0.1492,0.0342,0.0054,0.0169
PygmalionAI/pygmalion-2.7b,HuggingFaceTB/SmolLM2-135M,0.0572,0.0342,0.0054,0.0169
PygmalionAI/pygmalion-2.7b,allenai/OLMoE-1B-7B-0924,0.0557,0.0342,0.0054,0.0169
PygmalionAI/pygmalion-2.7b,HuggingFaceTB/SmolLM-135M,0.0531,0.0342,0.0054,0.0169
PygmalionAI/pygmalion-2.7b,bigcode/starcoder2-3b,0.0526,0.0342,0.0054,0.0169
PygmalionAI/pygmalion-2.7b,EleutherAI/pythia-1b,0.0509,0.0342,0.0054,0.0169
PygmalionAI/pygmalion-2.7b,NinedayWang/PolyCoder-2.7B,0.0482,0.0342,0.0054,0.0169
PygmalionAI/pygmalion-2.7b,EleutherAI/pythia-1.4b,0.0463,0.0342,0.0054,0.0169
PygmalionAI/pygmalion-2.7b,EleutherAI/pythia-2.8b,0.0458,0.0342,0.0054,0.0169
PygmalionAI/pygmalion-2.7b,EleutherAI/pythia-6.9b,0.0441,0.0342,0.0054,0.0169
PygmalionAI/pygmalion-2.7b,Biomimicry-AI/ANIMA-Nectar-v2,0.0382,0.0342,0.0054,0.0169
PygmalionAI/pygmalion-2.7b,LiquidAI/LFM2-1.2B,0.0367,0.0342,0.0054,0.0169
PygmalionAI/pygmalion-2.7b,Nexusflow/Starling-LM-7B-beta,0.0348,0.0342,0.0054,0.0169
Qwen/Qwen2-0.5B,Qwen/Qwen2-0.5B-Instruct,0.6038,0.0927,0.004,0.0395
Qwen/Qwen2-0.5B-Instruct,Qwen/Qwen2-0.5B,0.6246,0.0915,0.0021,0.0379
Qwen/Qwen2-7B,Qwen/Qwen2-7B-Instruct,0.6174,0.0483,0.0021,0.0206
Qwen/Qwen2-7B,arcee-ai/Meraj-Mini,0.1576,0.0483,0.0021,0.0206
Qwen/Qwen2-7B,jiawei-ucas/Qwen-2.5-7B-ConsistentChat,0.1512,0.0483,0.0021,0.0206
Qwen/Qwen2-7B,Qwen/Qwen2.5-7B-Instruct-1M,0.149,0.0483,0.0021,0.0206
Qwen/Qwen2-7B,Jurema-br/Jurema-7B,0.1453,0.0483,0.0021,0.0206
Qwen/Qwen2-7B,Qwen/Qwen2.5-7B,0.1326,0.0483,0.0021,0.0206
Qwen/Qwen2-7B,abocide/Qwen2.5-7B-Instruct-R1-forfinance,0.1134,0.0483,0.0021,0.0206
Qwen/Qwen2-7B,cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,0.1103,0.0483,0.0021,0.0206
Qwen/Qwen2-7B,Gensyn/Qwen2.5-7B-Instruct,0.1096,0.0483,0.0021,0.0206
Qwen/Qwen2-7B,Qwen/Qwen2.5-7B-Instruct,0.1096,0.0483,0.0021,0.0206
Qwen/Qwen2-7B,nvidia/OpenCodeReasoning-Nemotron-7B,0.0904,0.0483,0.0021,0.0206
Qwen/Qwen2-7B,Qwen/Qwen2.5-0.5B,0.0872,0.0483,0.0021,0.0206
Qwen/Qwen2-7B,nvidia/OpenCodeReasoning-Nemotron-1.1-7B,0.0867,0.0483,0.0021,0.0206
Qwen/Qwen2-7B,allura-org/Koto-Small-7B-PT,0.0734,0.0483,0.0021,0.0206
Qwen/Qwen2-7B,Qwen/Qwen2.5-Coder-7B,0.0698,0.0483,0.0021,0.0206
Qwen/Qwen2-7B,unsloth/Qwen2.5-0.5B-Instruct-bnb-4bit,0.0697,0.0483,0.0021,0.0206
Qwen/Qwen2-7B,DeepHat/DeepHat-V1-7B,0.0679,0.0483,0.0021,0.0206
Qwen/Qwen2-7B,Qwen/Qwen2.5-Coder-7B-Instruct,0.0633,0.0483,0.0021,0.0206
Qwen/Qwen2-7B,Qwen/Qwen2.5-0.5B-Instruct,0.061,0.0483,0.0021,0.0206
Qwen/Qwen2-7B,unsloth/Qwen2.5-0.5B-Instruct,0.061,0.0483,0.0021,0.0206
Qwen/Qwen2-7B,XiaomiMiMo/MiMo-7B-Base,0.0593,0.0483,0.0021,0.0206
Qwen/Qwen2-7B,Qwen/Qwen1.5-4B-Chat,0.057,0.0483,0.0021,0.0206
Qwen/Qwen2-7B,Tesslate/WEBGEN-4B-Preview,0.0559,0.0483,0.0021,0.0206
Qwen/Qwen2-7B,Qwen/Qwen3-4B-Instruct-2507,0.0548,0.0483,0.0021,0.0206
Qwen/Qwen2-7B,Qwen/Qwen2-0.5B,0.054,0.0483,0.0021,0.0206
Qwen/Qwen2-7B,beyoru/Luna,0.0536,0.0483,0.0021,0.0206
Qwen/Qwen2-7B,Aurore-Reveil/Koto-Small-7B-IT,0.0514,0.0483,0.0021,0.0206
Qwen/Qwen2-7B,Qwen/Qwen2.5-3B-Instruct,0.051,0.0483,0.0021,0.0206
Qwen/Qwen2-7B-Instruct,Qwen/Qwen2-7B,0.6046,0.0508,0.0015,0.0212
Qwen/Qwen2-7B-Instruct,Jurema-br/Jurema-7B,0.1408,0.0508,0.0015,0.0212
Qwen/Qwen2-7B-Instruct,Qwen/Qwen2.5-7B-Instruct-1M,0.1306,0.0508,0.0015,0.0212
Qwen/Qwen2-7B-Instruct,arcee-ai/Meraj-Mini,0.1281,0.0508,0.0015,0.0212
Qwen/Qwen2-7B-Instruct,abocide/Qwen2.5-7B-Instruct-R1-forfinance,0.1267,0.0508,0.0015,0.0212
