model1,model2,graph_distance
Gensyn/Qwen2.5-1.5B-Instruct,abocide/Qwen2.5-7B-Instruct-R1-forfinance,13.0
Gensyn/Qwen2.5-1.5B-Instruct,acon96/Home-Llama-3.2-3B,
Gensyn/Qwen2.5-1.5B-Instruct,adamo1139/Apertus-8B-Instruct-2509-ungated,
Gensyn/Qwen2.5-1.5B-Instruct,aisingapore/Llama-SEA-LION-v3-8B,
Gensyn/Qwen2.5-1.5B-Instruct,allenai/Llama-3.1-Tulu-3-8B-SFT,
Gensyn/Qwen2.5-1.5B-Instruct,allenai/OLMoE-1B-7B-0924,
Gensyn/Qwen2.5-1.5B-Instruct,allenai/llama-3.1-tulu-2-8b,
Gensyn/Qwen2.5-1.5B-Instruct,allura-org/Koto-Small-7B-PT,
Gensyn/Qwen2.5-1.5B-Instruct,arcee-ai/Llama-3.1-SuperNova-Lite,
Gensyn/Qwen2.5-1.5B-Instruct,arcee-ai/Meraj-Mini,13.0
Gensyn/Qwen2.5-1.5B-Instruct,argilla/distilabeled-Marcoro14-7B-slerp,
Gensyn/Qwen2.5-1.5B-Instruct,askfjhaskjgh/UbermenschetienASI,
Gensyn/Qwen2.5-1.5B-Instruct,augmxnt/shisa-base-7b-v1,
Gensyn/Qwen2.5-1.5B-Instruct,bardsai/jaskier-7b-dpo-v5.6,
Gensyn/Qwen2.5-1.5B-Instruct,berkeley-nest/Starling-LM-7B-alpha,
Gensyn/Qwen2.5-1.5B-Instruct,beruniy/Llama-3.2-3B-Instruct-Uz,
Gensyn/Qwen2.5-1.5B-Instruct,beyoru/Luna,
Gensyn/Qwen2.5-1.5B-Instruct,bigcode/starcoder2-3b,
Gensyn/Qwen2.5-1.5B-Instruct,bigscience/bloom-560m,
Gensyn/Qwen2.5-1.5B-Instruct,bigscience/bloomz-1b1,
Gensyn/Qwen2.5-1.5B-Instruct,bigscience/bloomz-1b7,
Gensyn/Qwen2.5-1.5B-Instruct,bigscience/bloomz-560m,
Gensyn/Qwen2.5-1.5B-Instruct,bxod/Llama-3.2-1B-Instruct-uz,
Gensyn/Qwen2.5-1.5B-Instruct,chatitcloud/UZI1,
Gensyn/Qwen2.5-1.5B-Instruct,context-labs/Meta-Llama-3.1-8B-Instruct-FP16,
Gensyn/Qwen2.5-1.5B-Instruct,continuedev/instinct,13.0
Gensyn/Qwen2.5-1.5B-Instruct,cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,13.0
Gensyn/Qwen2.5-1.5B-Instruct,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,
Gensyn/Qwen2.5-1.5B-Instruct,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,11.0
Gensyn/Qwen2.5-1.5B-Instruct,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,11.0
Gensyn/Qwen2.5-1.5B-Instruct,deepseek-ai/deepseek-coder-1.3b-base,
Gensyn/Qwen2.5-1.5B-Instruct,dicta-il/dictalm2.0,
Gensyn/Qwen2.5-1.5B-Instruct,dnotitia/Smoothie-Qwen3-1.7B,13.0
Gensyn/Qwen2.5-1.5B-Instruct,dphn/Dolphin3.0-Llama3.1-8B,
Gensyn/Qwen2.5-1.5B-Instruct,elyza/Llama-3-ELYZA-JP-8B,
Gensyn/Qwen2.5-1.5B-Instruct,eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO,
Gensyn/Qwen2.5-1.5B-Instruct,fblgit/UNA-TheBeagle-7b-v1,
Gensyn/Qwen2.5-1.5B-Instruct,flemmingmiguel/MBX-7B-v3,
Gensyn/Qwen2.5-1.5B-Instruct,fluently/FluentlyQwen3-1.7B,13.0
Gensyn/Qwen2.5-1.5B-Instruct,google/gemma-2-2b-it,
Gensyn/Qwen2.5-1.5B-Instruct,google/gemma-2-2b-jpn-it,
Gensyn/Qwen2.5-1.5B-Instruct,google/gemma-2b-it,
Gensyn/Qwen2.5-1.5B-Instruct,google/gemma-3-1b-it,
Gensyn/Qwen2.5-1.5B-Instruct,google/gemma-3-1b-pt,
Gensyn/Qwen2.5-1.5B-Instruct,google/gemma-3-270m,
Gensyn/Qwen2.5-1.5B-Instruct,google/gemma-3-4b-it,
Gensyn/Qwen2.5-1.5B-Instruct,google/gemma-3-4b-pt,
Gensyn/Qwen2.5-1.5B-Instruct,gradientai/Llama-3-8B-Instruct-262k,
Gensyn/Qwen2.5-1.5B-Instruct,huihui-ai/Huihui-Jan-v1-4B-abliterated,13.0
Gensyn/Qwen2.5-1.5B-Instruct,inference-net/Schematron-3B,
Gensyn/Qwen2.5-1.5B-Instruct,janhq/Jan-v1-4B,12.0
Gensyn/Qwen2.5-1.5B-Instruct,janhq/Jan-v1-edge,13.0
Gensyn/Qwen2.5-1.5B-Instruct,jiawei-ucas/Qwen-2.5-7B-ConsistentChat,12.0
Gensyn/Qwen2.5-1.5B-Instruct,kevin009/llamaRAGdrama,
Gensyn/Qwen2.5-1.5B-Instruct,lmsys/vicuna-7b-v1.1,
Gensyn/Qwen2.5-1.5B-Instruct,lmsys/vicuna-7b-v1.5,
Gensyn/Qwen2.5-1.5B-Instruct,lmsys/vicuna-7b-v1.5-16k,
Gensyn/Qwen2.5-1.5B-Instruct,meta-llama/Llama-3.1-8B-Instruct,
Gensyn/Qwen2.5-1.5B-Instruct,meta-llama/Llama-3.2-1B-Instruct,
Gensyn/Qwen2.5-1.5B-Instruct,meta-llama/Llama-3.2-3B-Instruct,
Gensyn/Qwen2.5-1.5B-Instruct,meta-llama/Llama-Guard-3-8B,
Gensyn/Qwen2.5-1.5B-Instruct,meta-llama/Llama-3.1-8B,
Gensyn/Qwen2.5-1.5B-Instruct,microsoft/UserLM-8b,
Gensyn/Qwen2.5-1.5B-Instruct,mistralai/Mistral-7B-Instruct-v0.1,
Gensyn/Qwen2.5-1.5B-Instruct,mistralai/Mistral-7B-v0.1,
Gensyn/Qwen2.5-1.5B-Instruct,mlabonne/Beagle14-7B,
Gensyn/Qwen2.5-1.5B-Instruct,mlabonne/Marcoro14-7B-slerp,
Gensyn/Qwen2.5-1.5B-Instruct,mlabonne/NeuralBeagle14-7B,
Gensyn/Qwen2.5-1.5B-Instruct,mlabonne/OmniBeagle-7B,
Gensyn/Qwen2.5-1.5B-Instruct,nvidia/Llama-3.1-8B-Instruct-FP8,
Gensyn/Qwen2.5-1.5B-Instruct,nvidia/OpenCodeReasoning-Nemotron-1.1-7B,13.0
Gensyn/Qwen2.5-1.5B-Instruct,nvidia/OpenCodeReasoning-Nemotron-7B,13.0
Gensyn/Qwen2.5-1.5B-Instruct,nvidia/OpenMath-Nemotron-1.5B,3.0
Gensyn/Qwen2.5-1.5B-Instruct,nvidia/OpenMath2-Llama3.1-8B,
Gensyn/Qwen2.5-1.5B-Instruct,nvidia/OpenReasoning-Nemotron-1.5B,2.0
Gensyn/Qwen2.5-1.5B-Instruct,shadowml/BeagSake-7B,
Gensyn/Qwen2.5-1.5B-Instruct,shadowml/BeagleSempra-7B,
Gensyn/Qwen2.5-1.5B-Instruct,shadowml/WestBeagle-7B,
Gensyn/Qwen2.5-1.5B-Instruct,swiss-ai/Apertus-8B-2509,
Gensyn/Qwen2.5-1.5B-Instruct,unsloth/Llama-3.1-8B,
Gensyn/Qwen2.5-1.5B-Instruct,unsloth/Llama-3.2-1B-Instruct,
Gensyn/Qwen2.5-1.5B-Instruct,unsloth/Llama-3.2-3B-Instruct,
Gensyn/Qwen2.5-1.5B-Instruct,unsloth/Meta-Llama-3.1-8B-Instruct,
Gensyn/Qwen2.5-1.5B-Instruct,unsloth/Qwen2.5-0.5B-Instruct,13.0
Gensyn/Qwen2.5-1.5B-Instruct,unsloth/Qwen2.5-1.5B,2.0
Gensyn/Qwen2.5-1.5B-Instruct,unsloth/Qwen2.5-1.5B-Instruct,3.0
Gensyn/Qwen2.5-1.5B-Instruct,unsloth/Qwen2.5-Math-1.5B,3.0
Gensyn/Qwen2.5-7B-Instruct,HuggingFaceH4/zephyr-7b-beta,
Gensyn/Qwen2.5-7B-Instruct,HuggingFaceTB/SmolLM-135M,
Gensyn/Qwen2.5-7B-Instruct,HuggingFaceTB/SmolLM2-135M,
Gensyn/Qwen2.5-7B-Instruct,HuggingFaceTB/SmolLM3-3B,
Gensyn/Qwen2.5-7B-Instruct,HuggingFaceTB/SmolLM3-3B-Base,
Gensyn/Qwen2.5-7B-Instruct,INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,
Gensyn/Qwen2.5-7B-Instruct,Intel/neural-chat-7b-v3-1,
Gensyn/Qwen2.5-7B-Instruct,Intel/neural-chat-7b-v3-3,
Gensyn/Qwen2.5-7B-Instruct,Jurema-br/Jurema-7B,2.0
Gensyn/Qwen2.5-7B-Instruct,KoboldAI/GPT-Neo-2.7B-Horni-LN,
Gensyn/Qwen2.5-7B-Instruct,LGAI-EXAONE/EXAONE-4.0-1.2B,
Gensyn/Qwen2.5-7B-Instruct,LiquidAI/LFM2-1.2B,
Gensyn/Qwen2.5-7B-Instruct,LiquidAI/LFM2-350M,
Gensyn/Qwen2.5-7B-Instruct,Menlo/ReZero-v0.1-llama-3.2-3b-it-grpo-250404,
Gensyn/Qwen2.5-7B-Instruct,Nexusflow/Starling-LM-7B-beta,
Gensyn/Qwen2.5-7B-Instruct,NinedayWang/PolyCoder-2.7B,
Gensyn/Qwen2.5-7B-Instruct,NousResearch/Hermes-3-Llama-3.1-8B,
Gensyn/Qwen2.5-7B-Instruct,PharMolix/BioMedGPT-LM-7B,
Gensyn/Qwen2.5-7B-Instruct,PowerInfer/SmallThinker-3B-Preview,14.0
Gensyn/Qwen2.5-7B-Instruct,PygmalionAI/pygmalion-2.7b,
Gensyn/Qwen2.5-7B-Instruct,Qwen/Qwen1.5-0.5B-Chat,12.0
Gensyn/Qwen2.5-7B-Instruct,Qwen/Qwen1.5-4B-Chat,12.0
Gensyn/Qwen2.5-7B-Instruct,Qwen/Qwen2-0.5B,12.0
Gensyn/Qwen2.5-7B-Instruct,Qwen/Qwen2-0.5B-Instruct,13.0
Gensyn/Qwen2.5-7B-Instruct,Qwen/Qwen2-7B,12.0
Gensyn/Qwen2.5-7B-Instruct,Qwen/Qwen2-7B-Instruct,13.0
Gensyn/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-0.5B,12.0
Gensyn/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-0.5B-Instruct,13.0
Gensyn/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-1.5B,12.0
Gensyn/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,13.0
Gensyn/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-3B,12.0
Gensyn/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-3B-Instruct,13.0
Gensyn/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B,2.0
Gensyn/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,1.0
Gensyn/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct-1M,3.0
Gensyn/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-Coder-0.5B-Instruct,12.0
Gensyn/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-Coder-1.5B,13.0
Gensyn/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-Coder-1.5B-Instruct,14.0
Gensyn/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-Coder-7B,3.0
Gensyn/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-Coder-7B-Instruct,4.0
Gensyn/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-Math-1.5B,13.0
Gensyn/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-Math-1.5B-Instruct,14.0
Gensyn/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-Math-7B,3.0
Gensyn/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-Math-7B-Instruct,4.0
Gensyn/Qwen2.5-7B-Instruct,Qwen/Qwen3-0.6B,13.0
Gensyn/Qwen2.5-7B-Instruct,Qwen/Qwen3-0.6B-Base,12.0
Gensyn/Qwen2.5-7B-Instruct,Qwen/Qwen3-1.7B,13.0
Gensyn/Qwen2.5-7B-Instruct,Qwen/Qwen3-1.7B-Base,12.0
Gensyn/Qwen2.5-7B-Instruct,Qwen/Qwen3-4B,13.0
Gensyn/Qwen2.5-7B-Instruct,Qwen/Qwen3-4B-Base,12.0
Gensyn/Qwen2.5-7B-Instruct,Qwen/Qwen3-4B-Instruct-2507,12.0
Gensyn/Qwen2.5-7B-Instruct,Qwen/Qwen3-4B-Thinking-2507,12.0
Gensyn/Qwen2.5-7B-Instruct,Qwen/Qwen3-4B-Thinking-2507-FP8,13.0
Gensyn/Qwen2.5-7B-Instruct,S4nfs/Neeto-1.0-8b,
Gensyn/Qwen2.5-7B-Instruct,SakanaAI/TinySwallow-1.5B,14.0
Gensyn/Qwen2.5-7B-Instruct,SciPhi/SciPhi-Mistral-7B-32k,
Gensyn/Qwen2.5-7B-Instruct,SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,
Gensyn/Qwen2.5-7B-Instruct,Tesslate/UIGEN-X-4B-0729,14.0
Gensyn/Qwen2.5-7B-Instruct,Tesslate/WEBGEN-4B-Preview,13.0
Gensyn/Qwen2.5-7B-Instruct,TheOneWhoWill/Bootstrap-LLM,
Gensyn/Qwen2.5-7B-Instruct,TinyLlama/TinyLlama-1.1B-Chat-v0.5,
Gensyn/Qwen2.5-7B-Instruct,TinyLlama/TinyLlama-1.1B-Chat-v1.0,
Gensyn/Qwen2.5-7B-Instruct,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,
Gensyn/Qwen2.5-7B-Instruct,TinyLlama/TinyLlama_v1.1,
Gensyn/Qwen2.5-7B-Instruct,TinyLlama/TinyLlama_v1.1_math_code,
Gensyn/Qwen2.5-7B-Instruct,Writer/palmyra-mini,13.0
Gensyn/Qwen2.5-7B-Instruct,XiaomiMiMo/MiMo-7B-Base,
Gensyn/Qwen2.5-7B-Instruct,abocide/Qwen2.5-7B-Instruct-R1-forfinance,2.0
Gensyn/Qwen2.5-7B-Instruct,acon96/Home-Llama-3.2-3B,
Gensyn/Qwen2.5-7B-Instruct,adamo1139/Apertus-8B-Instruct-2509-ungated,
Gensyn/Qwen2.5-7B-Instruct,aisingapore/Llama-SEA-LION-v3-8B,
Gensyn/Qwen2.5-7B-Instruct,allenai/Llama-3.1-Tulu-3-8B-SFT,
Gensyn/Qwen2.5-7B-Instruct,allenai/OLMoE-1B-7B-0924,
Gensyn/Qwen2.5-7B-Instruct,allenai/llama-3.1-tulu-2-8b,
Gensyn/Qwen2.5-7B-Instruct,allura-org/Koto-Small-7B-PT,
Gensyn/Qwen2.5-7B-Instruct,arcee-ai/Llama-3.1-SuperNova-Lite,
Gensyn/Qwen2.5-7B-Instruct,arcee-ai/Meraj-Mini,2.0
Gensyn/Qwen2.5-7B-Instruct,argilla/distilabeled-Marcoro14-7B-slerp,
Gensyn/Qwen2.5-7B-Instruct,askfjhaskjgh/UbermenschetienASI,
Gensyn/Qwen2.5-7B-Instruct,augmxnt/shisa-base-7b-v1,
Gensyn/Qwen2.5-7B-Instruct,bardsai/jaskier-7b-dpo-v5.6,
Gensyn/Qwen2.5-7B-Instruct,berkeley-nest/Starling-LM-7B-alpha,
Gensyn/Qwen2.5-7B-Instruct,beruniy/Llama-3.2-3B-Instruct-Uz,
Gensyn/Qwen2.5-7B-Instruct,beyoru/Luna,
Gensyn/Qwen2.5-7B-Instruct,bigcode/starcoder2-3b,
Gensyn/Qwen2.5-7B-Instruct,bigscience/bloom-560m,
Gensyn/Qwen2.5-7B-Instruct,bigscience/bloomz-1b1,
Gensyn/Qwen2.5-7B-Instruct,bigscience/bloomz-1b7,
Gensyn/Qwen2.5-7B-Instruct,bigscience/bloomz-560m,
Gensyn/Qwen2.5-7B-Instruct,bxod/Llama-3.2-1B-Instruct-uz,
Gensyn/Qwen2.5-7B-Instruct,chatitcloud/UZI1,
Gensyn/Qwen2.5-7B-Instruct,context-labs/Meta-Llama-3.1-8B-Instruct-FP16,
Gensyn/Qwen2.5-7B-Instruct,continuedev/instinct,4.0
Gensyn/Qwen2.5-7B-Instruct,cooperleong00/Qwen2.5-7B-Instruct-Jailbroken,2.0
Gensyn/Qwen2.5-7B-Instruct,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,
Gensyn/Qwen2.5-7B-Instruct,deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B,12.0
Gensyn/Qwen2.5-7B-Instruct,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,12.0
Gensyn/Qwen2.5-7B-Instruct,deepseek-ai/deepseek-coder-1.3b-base,
Gensyn/Qwen2.5-7B-Instruct,dicta-il/dictalm2.0,
Gensyn/Qwen2.5-7B-Instruct,dnotitia/Smoothie-Qwen3-1.7B,14.0
Gensyn/Qwen2.5-7B-Instruct,dphn/Dolphin3.0-Llama3.1-8B,
Gensyn/Qwen2.5-7B-Instruct,elyza/Llama-3-ELYZA-JP-8B,
Gensyn/Qwen2.5-7B-Instruct,eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO,
Gensyn/Qwen2.5-7B-Instruct,fblgit/UNA-TheBeagle-7b-v1,
Gensyn/Qwen2.5-7B-Instruct,flemmingmiguel/MBX-7B-v3,
Gensyn/Qwen2.5-7B-Instruct,fluently/FluentlyQwen3-1.7B,14.0
Gensyn/Qwen2.5-7B-Instruct,google/gemma-2-2b-it,
Gensyn/Qwen2.5-7B-Instruct,google/gemma-2-2b-jpn-it,
Gensyn/Qwen2.5-7B-Instruct,google/gemma-2b-it,
Gensyn/Qwen2.5-7B-Instruct,google/gemma-3-1b-it,
Gensyn/Qwen2.5-7B-Instruct,google/gemma-3-1b-pt,
Gensyn/Qwen2.5-7B-Instruct,google/gemma-3-270m,
Gensyn/Qwen2.5-7B-Instruct,google/gemma-3-4b-it,
Gensyn/Qwen2.5-7B-Instruct,google/gemma-3-4b-pt,
Gensyn/Qwen2.5-7B-Instruct,gradientai/Llama-3-8B-Instruct-262k,
Gensyn/Qwen2.5-7B-Instruct,huihui-ai/Huihui-Jan-v1-4B-abliterated,14.0
Gensyn/Qwen2.5-7B-Instruct,inference-net/Schematron-3B,
Gensyn/Qwen2.5-7B-Instruct,janhq/Jan-v1-4B,13.0
Gensyn/Qwen2.5-7B-Instruct,janhq/Jan-v1-edge,14.0
Gensyn/Qwen2.5-7B-Instruct,jiawei-ucas/Qwen-2.5-7B-ConsistentChat,3.0
Gensyn/Qwen2.5-7B-Instruct,kevin009/llamaRAGdrama,
Gensyn/Qwen2.5-7B-Instruct,lmsys/vicuna-7b-v1.1,
Gensyn/Qwen2.5-7B-Instruct,lmsys/vicuna-7b-v1.5,
Gensyn/Qwen2.5-7B-Instruct,lmsys/vicuna-7b-v1.5-16k,
Gensyn/Qwen2.5-7B-Instruct,meta-llama/Llama-3.1-8B-Instruct,
Gensyn/Qwen2.5-7B-Instruct,meta-llama/Llama-3.2-1B-Instruct,
Gensyn/Qwen2.5-7B-Instruct,meta-llama/Llama-3.2-3B-Instruct,
Gensyn/Qwen2.5-7B-Instruct,meta-llama/Llama-Guard-3-8B,
Gensyn/Qwen2.5-7B-Instruct,meta-llama/Llama-3.1-8B,
Gensyn/Qwen2.5-7B-Instruct,microsoft/UserLM-8b,
Gensyn/Qwen2.5-7B-Instruct,mistralai/Mistral-7B-Instruct-v0.1,
Gensyn/Qwen2.5-7B-Instruct,mistralai/Mistral-7B-v0.1,
Gensyn/Qwen2.5-7B-Instruct,mlabonne/Beagle14-7B,
Gensyn/Qwen2.5-7B-Instruct,mlabonne/Marcoro14-7B-slerp,
Gensyn/Qwen2.5-7B-Instruct,mlabonne/NeuralBeagle14-7B,
Gensyn/Qwen2.5-7B-Instruct,mlabonne/OmniBeagle-7B,
Gensyn/Qwen2.5-7B-Instruct,nvidia/Llama-3.1-8B-Instruct-FP8,
Gensyn/Qwen2.5-7B-Instruct,nvidia/OpenCodeReasoning-Nemotron-1.1-7B,2.0
Gensyn/Qwen2.5-7B-Instruct,nvidia/OpenCodeReasoning-Nemotron-7B,2.0
Gensyn/Qwen2.5-7B-Instruct,nvidia/OpenMath-Nemotron-1.5B,14.0
Gensyn/Qwen2.5-7B-Instruct,nvidia/OpenMath2-Llama3.1-8B,
Gensyn/Qwen2.5-7B-Instruct,nvidia/OpenReasoning-Nemotron-1.5B,13.0
Gensyn/Qwen2.5-7B-Instruct,shadowml/BeagSake-7B,
Gensyn/Qwen2.5-7B-Instruct,shadowml/BeagleSempra-7B,
Gensyn/Qwen2.5-7B-Instruct,shadowml/WestBeagle-7B,
Gensyn/Qwen2.5-7B-Instruct,swiss-ai/Apertus-8B-2509,
Gensyn/Qwen2.5-7B-Instruct,unsloth/Llama-3.1-8B,
Gensyn/Qwen2.5-7B-Instruct,unsloth/Llama-3.2-1B-Instruct,
Gensyn/Qwen2.5-7B-Instruct,unsloth/Llama-3.2-3B-Instruct,
Gensyn/Qwen2.5-7B-Instruct,unsloth/Meta-Llama-3.1-8B-Instruct,
Gensyn/Qwen2.5-7B-Instruct,unsloth/Qwen2.5-0.5B-Instruct,14.0
Gensyn/Qwen2.5-7B-Instruct,unsloth/Qwen2.5-1.5B,13.0
Gensyn/Qwen2.5-7B-Instruct,unsloth/Qwen2.5-1.5B-Instruct,14.0
Gensyn/Qwen2.5-7B-Instruct,unsloth/Qwen2.5-Math-1.5B,14.0
HuggingFaceH4/zephyr-7b-beta,HuggingFaceTB/SmolLM-135M,
HuggingFaceH4/zephyr-7b-beta,HuggingFaceTB/SmolLM2-135M,
HuggingFaceH4/zephyr-7b-beta,HuggingFaceTB/SmolLM3-3B,
HuggingFaceH4/zephyr-7b-beta,HuggingFaceTB/SmolLM3-3B-Base,
HuggingFaceH4/zephyr-7b-beta,INSAIT-Institute/BgGPT-Gemma-2-2.6B-IT-v1.0,
HuggingFaceH4/zephyr-7b-beta,Intel/neural-chat-7b-v3-1,2.0
HuggingFaceH4/zephyr-7b-beta,Intel/neural-chat-7b-v3-3,3.0
HuggingFaceH4/zephyr-7b-beta,Jurema-br/Jurema-7B,
HuggingFaceH4/zephyr-7b-beta,KoboldAI/GPT-Neo-2.7B-Horni-LN,
HuggingFaceH4/zephyr-7b-beta,LGAI-EXAONE/EXAONE-4.0-1.2B,
HuggingFaceH4/zephyr-7b-beta,LiquidAI/LFM2-1.2B,
HuggingFaceH4/zephyr-7b-beta,LiquidAI/LFM2-350M,
HuggingFaceH4/zephyr-7b-beta,Menlo/ReZero-v0.1-llama-3.2-3b-it-grpo-250404,
HuggingFaceH4/zephyr-7b-beta,Nexusflow/Starling-LM-7B-beta,
HuggingFaceH4/zephyr-7b-beta,NinedayWang/PolyCoder-2.7B,
HuggingFaceH4/zephyr-7b-beta,NousResearch/Hermes-3-Llama-3.1-8B,
HuggingFaceH4/zephyr-7b-beta,PharMolix/BioMedGPT-LM-7B,
HuggingFaceH4/zephyr-7b-beta,PowerInfer/SmallThinker-3B-Preview,
HuggingFaceH4/zephyr-7b-beta,PygmalionAI/pygmalion-2.7b,
HuggingFaceH4/zephyr-7b-beta,Qwen/Qwen1.5-0.5B-Chat,
HuggingFaceH4/zephyr-7b-beta,Qwen/Qwen1.5-4B-Chat,
HuggingFaceH4/zephyr-7b-beta,Qwen/Qwen2-0.5B,
HuggingFaceH4/zephyr-7b-beta,Qwen/Qwen2-0.5B-Instruct,
HuggingFaceH4/zephyr-7b-beta,Qwen/Qwen2-7B,
HuggingFaceH4/zephyr-7b-beta,Qwen/Qwen2-7B-Instruct,
HuggingFaceH4/zephyr-7b-beta,Qwen/Qwen2.5-0.5B,
HuggingFaceH4/zephyr-7b-beta,Qwen/Qwen2.5-0.5B-Instruct,
HuggingFaceH4/zephyr-7b-beta,Qwen/Qwen2.5-1.5B,
HuggingFaceH4/zephyr-7b-beta,Qwen/Qwen2.5-1.5B-Instruct,
HuggingFaceH4/zephyr-7b-beta,Qwen/Qwen2.5-3B,
HuggingFaceH4/zephyr-7b-beta,Qwen/Qwen2.5-3B-Instruct,
HuggingFaceH4/zephyr-7b-beta,Qwen/Qwen2.5-7B,
HuggingFaceH4/zephyr-7b-beta,Qwen/Qwen2.5-7B-Instruct,
HuggingFaceH4/zephyr-7b-beta,Qwen/Qwen2.5-7B-Instruct-1M,
HuggingFaceH4/zephyr-7b-beta,Qwen/Qwen2.5-Coder-0.5B-Instruct,
HuggingFaceH4/zephyr-7b-beta,Qwen/Qwen2.5-Coder-1.5B,
HuggingFaceH4/zephyr-7b-beta,Qwen/Qwen2.5-Coder-1.5B-Instruct,
HuggingFaceH4/zephyr-7b-beta,Qwen/Qwen2.5-Coder-7B,
HuggingFaceH4/zephyr-7b-beta,Qwen/Qwen2.5-Coder-7B-Instruct,
HuggingFaceH4/zephyr-7b-beta,Qwen/Qwen2.5-Math-1.5B,
HuggingFaceH4/zephyr-7b-beta,Qwen/Qwen2.5-Math-1.5B-Instruct,
HuggingFaceH4/zephyr-7b-beta,Qwen/Qwen2.5-Math-7B,
HuggingFaceH4/zephyr-7b-beta,Qwen/Qwen2.5-Math-7B-Instruct,
HuggingFaceH4/zephyr-7b-beta,Qwen/Qwen3-0.6B,
HuggingFaceH4/zephyr-7b-beta,Qwen/Qwen3-0.6B-Base,
HuggingFaceH4/zephyr-7b-beta,Qwen/Qwen3-1.7B,
HuggingFaceH4/zephyr-7b-beta,Qwen/Qwen3-1.7B-Base,
HuggingFaceH4/zephyr-7b-beta,Qwen/Qwen3-4B,
HuggingFaceH4/zephyr-7b-beta,Qwen/Qwen3-4B-Base,
HuggingFaceH4/zephyr-7b-beta,Qwen/Qwen3-4B-Instruct-2507,
HuggingFaceH4/zephyr-7b-beta,Qwen/Qwen3-4B-Thinking-2507,
HuggingFaceH4/zephyr-7b-beta,Qwen/Qwen3-4B-Thinking-2507-FP8,
HuggingFaceH4/zephyr-7b-beta,S4nfs/Neeto-1.0-8b,
HuggingFaceH4/zephyr-7b-beta,SakanaAI/TinySwallow-1.5B,
HuggingFaceH4/zephyr-7b-beta,SciPhi/SciPhi-Mistral-7B-32k,11.0
HuggingFaceH4/zephyr-7b-beta,SciPhi/SciPhi-Self-RAG-Mistral-7B-32k,11.0
HuggingFaceH4/zephyr-7b-beta,Tesslate/UIGEN-X-4B-0729,
HuggingFaceH4/zephyr-7b-beta,Tesslate/WEBGEN-4B-Preview,
HuggingFaceH4/zephyr-7b-beta,TheOneWhoWill/Bootstrap-LLM,
HuggingFaceH4/zephyr-7b-beta,TinyLlama/TinyLlama-1.1B-Chat-v0.5,
HuggingFaceH4/zephyr-7b-beta,TinyLlama/TinyLlama-1.1B-Chat-v1.0,
HuggingFaceH4/zephyr-7b-beta,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,
HuggingFaceH4/zephyr-7b-beta,TinyLlama/TinyLlama_v1.1,
HuggingFaceH4/zephyr-7b-beta,TinyLlama/TinyLlama_v1.1_math_code,
HuggingFaceH4/zephyr-7b-beta,Writer/palmyra-mini,
HuggingFaceH4/zephyr-7b-beta,XiaomiMiMo/MiMo-7B-Base,
HuggingFaceH4/zephyr-7b-beta,abocide/Qwen2.5-7B-Instruct-R1-forfinance,
HuggingFaceH4/zephyr-7b-beta,acon96/Home-Llama-3.2-3B,
HuggingFaceH4/zephyr-7b-beta,adamo1139/Apertus-8B-Instruct-2509-ungated,
HuggingFaceH4/zephyr-7b-beta,aisingapore/Llama-SEA-LION-v3-8B,
HuggingFaceH4/zephyr-7b-beta,allenai/Llama-3.1-Tulu-3-8B-SFT,
HuggingFaceH4/zephyr-7b-beta,allenai/OLMoE-1B-7B-0924,
